regime,sim_seed,init_seed,model,metric,value
linear,2065,125,AB5,MAE,0.8763468607839885
linear,2065,125,AB5,DA,0.6867469879518072
linear,2066,125,AB1,RMSE,1.1763137936139596
linear,2066,125,AB1,MAE,0.9475467551374529
linear,2066,125,AB1,DA,0.7349397590361446
linear,2066,125,AB2,RMSE,1.2549504472267476
linear,2066,125,AB2,MAE,1.000049503936973
linear,2066,125,AB2,DA,0.677710843373494
linear,2066,125,AB3,RMSE,1.162918845592492
linear,2066,125,AB3,MAE,0.9140467446957546
linear,2066,125,AB3,DA,0.713855421686747
linear,2066,125,AB4,RMSE,1.2863520708259029
linear,2066,125,AB4,MAE,1.0250270519553553
linear,2066,125,AB4,DA,0.5421686746987951
linear,2066,125,AB5,RMSE,1.1571076148104809
linear,2066,125,AB5,MAE,0.9150586769976209
linear,2066,125,AB5,DA,0.7289156626506024
linear,2067,125,MPTE,RMSE,1.1271703371921833
linear,2067,125,MPTE,MAE,0.9049168668394342
linear,2067,125,MPTE,DA,0.5692771084337349
linear,2067,125,AR,RMSE,1.2133592678355376
linear,2067,125,AR,MAE,0.9777297733134306
linear,2067,125,AR,DA,0.07530120481927711
linear,2067,125,MIDAS,RMSE,1.2606720716003825
linear,2067,125,MIDAS,MAE,1.0034523300635074
linear,2067,125,MIDAS,DA,0.5301204819277109
linear,2067,125,AB1,RMSE,1.1807583900214265
linear,2067,125,AB1,MAE,0.9505633114207953
linear,2067,125,AB1,DA,0.49096385542168675
linear,2067,125,AB2,RMSE,1.2221510107248723
linear,2067,125,AB2,MAE,0.98319915298209
linear,2067,125,AB2,DA,0.5030120481927711
linear,2067,125,AB3,RMSE,1.2199054665114848
linear,2067,125,AB3,MAE,0.9817508753085451
linear,2067,125,AB3,DA,0.5753012048192772
linear,2067,125,AB4,RMSE,1.2130612880064964
linear,2067,125,AB4,MAE,0.9595481156457583
linear,2067,125,AB4,DA,0.5632530120481928
linear,2067,125,AB5,RMSE,1.0914016113091811
linear,2067,125,AB5,MAE,0.8728608064107393
linear,2067,125,AB5,DA,0.6325301204819277
linear,2068,125,MPTE,RMSE,1.0892877481151464
linear,2068,125,MPTE,MAE,0.8577078037876341
linear,2068,125,MPTE,DA,0.5090361445783133
linear,2068,125,AR,RMSE,1.1367256067240648
linear,2068,125,AR,MAE,0.8911270658436146
linear,2068,125,AR,DA,0.03614457831325301
linear,2068,125,MIDAS,RMSE,1.1847364162172254
linear,2068,125,MIDAS,MAE,0.9162679416958251
linear,2068,125,MIDAS,DA,0.5090361445783133
linear,2068,125,AB1,RMSE,1.0966442915103187
linear,2068,125,AB1,MAE,0.864773100019311
linear,2068,125,AB1,DA,0.5481927710843374
linear,2068,125,AB2,RMSE,1.0924032703710251
linear,2068,125,AB2,MAE,0.8588661818319787
linear,2068,125,AB2,DA,0.5572289156626506
linear,2068,125,AB3,RMSE,1.0705104053409813
linear,2068,125,AB3,MAE,0.8364472957159087
linear,2068,125,AB3,DA,0.5602409638554217
linear,2068,125,AB4,RMSE,1.1113878573534517
linear,2068,125,AB4,MAE,0.8807564091499684
linear,2068,125,AB4,DA,0.5030120481927711
linear,2068,125,AB5,RMSE,1.0928876324301176
linear,2068,125,AB5,MAE,0.8604937463894855
linear,2068,125,AB5,DA,0.4879518072289157
linear,2069,125,MPTE,RMSE,1.2282958993807573
linear,2069,125,MPTE,MAE,1.0068153390680972
linear,2069,125,MPTE,DA,0.7680722891566265
linear,2069,125,AR,RMSE,1.2936041164872545
linear,2069,125,AR,MAE,1.0613375311718383
linear,2069,125,AR,DA,0.0391566265060241
linear,2069,125,MIDAS,RMSE,1.188982762983197
linear,2069,125,MIDAS,MAE,0.9674245479350914
linear,2069,125,MIDAS,DA,0.6746987951807228
linear,2069,125,AB1,RMSE,1.1635060565036766
linear,2069,125,AB1,MAE,0.9539252329793166
linear,2069,125,AB1,DA,0.7530120481927711
linear,2069,125,AB2,RMSE,1.2219308842307472
linear,2069,125,AB2,MAE,1.006985720561833
linear,2069,125,AB2,DA,0.713855421686747
linear,2069,125,AB3,RMSE,1.2748607446179083
linear,2069,125,AB3,MAE,1.0460443610981265
linear,2069,125,AB3,DA,0.7018072289156626
linear,2069,125,AB4,RMSE,1.289990822333128
linear,2069,125,AB4,MAE,1.0566638549783125
linear,2069,125,AB4,DA,0.5602409638554217
linear,2069,125,AB5,RMSE,1.2114356054708875
linear,2069,125,AB5,MAE,0.9953982622052819
linear,2069,125,AB5,DA,0.7018072289156626
linear,2070,125,MPTE,RMSE,1.2404089233470743
linear,2070,125,MPTE,MAE,0.9868135177430355
linear,2070,125,MPTE,DA,0.6536144578313253
linear,2070,125,AR,RMSE,1.269995873006483
linear,2070,125,AR,MAE,1.0127444028533805
linear,2070,125,AR,DA,0.08734939759036145
linear,2070,125,MIDAS,RMSE,1.2469490540200197
linear,2070,125,MIDAS,MAE,1.0078437601858345
linear,2070,125,MIDAS,DA,0.5993975903614458
linear,2070,125,AB1,RMSE,1.2384682350534675
linear,2070,125,AB1,MAE,1.0014521947690527
linear,2070,125,AB1,DA,0.5602409638554217
linear,2070,125,AB2,RMSE,1.2440836905129735
linear,2070,125,AB2,MAE,1.0060903838008295
linear,2070,125,AB2,DA,0.572289156626506
linear,2070,125,AB3,RMSE,1.2298514459429175
linear,2070,125,AB3,MAE,0.9924145393552833
linear,2070,125,AB3,DA,0.6234939759036144
linear,2070,125,AB4,RMSE,1.2854488251609346
linear,2070,125,AB4,MAE,1.044204041858196
linear,2070,125,AB4,DA,0.49698795180722893
linear,2070,125,AB5,RMSE,1.257283553944119
linear,2070,125,AB5,MAE,1.0198905119720907
linear,2070,125,AB5,DA,0.5572289156626506
linear,2071,125,MPTE,RMSE,1.097632610220346
linear,2071,125,MPTE,MAE,0.8630350176213742
linear,2071,125,MPTE,DA,0.8072289156626506
linear,2071,125,AR,RMSE,1.4212883437351507
linear,2071,125,AR,MAE,1.1187501532482664
linear,2071,125,AR,DA,0.02108433734939759
linear,2071,125,MIDAS,RMSE,1.1803232595430224
linear,2071,125,MIDAS,MAE,0.9375344614168184
linear,2071,125,MIDAS,DA,0.7740963855421686
linear,2071,125,AB1,RMSE,1.158326963216485
linear,2071,125,AB1,MAE,0.9032039570144141
linear,2071,125,AB1,DA,0.7771084337349398
linear,2071,125,AB2,RMSE,1.1234506145157035
linear,2071,125,AB2,MAE,0.8731771495627967
linear,2071,125,AB2,DA,0.8042168674698795
linear,2071,125,AB3,RMSE,1.1003060227944028
linear,2071,125,AB3,MAE,0.8659733086408612
linear,2071,125,AB3,DA,0.7921686746987951
linear,2071,125,AB4,RMSE,1.3942963943935593
linear,2071,125,AB4,MAE,1.093829454089893
linear,2071,125,AB4,DA,0.6506024096385542
linear,2071,125,AB5,RMSE,1.1767643767317042
linear,2071,125,AB5,MAE,0.9248224604550004
linear,2071,125,AB5,DA,0.7469879518072289
linear,2072,125,MPTE,RMSE,1.1400615132721672
linear,2072,125,MPTE,MAE,0.9104932577328534
linear,2072,125,MPTE,DA,0.4307228915662651
linear,2072,125,AR,RMSE,1.1422885164418874
linear,2072,125,AR,MAE,0.912570280294453
linear,2072,125,AR,DA,0.03614457831325301
linear,2072,125,MIDAS,RMSE,1.0880573923305643
linear,2072,125,MIDAS,MAE,0.8621465971007459
linear,2072,125,MIDAS,DA,0.5933734939759037
linear,2072,125,AB1,RMSE,1.1414142955932483
linear,2072,125,AB1,MAE,0.9101146772545905
linear,2072,125,AB1,DA,0.4126506024096386
linear,2072,125,AB2,RMSE,1.0190747355288896
linear,2072,125,AB2,MAE,0.8041741294192931
linear,2072,125,AB2,DA,0.5391566265060241
linear,2072,125,AB3,RMSE,1.0307837568481009
linear,2072,125,AB3,MAE,0.8150263028301172
linear,2072,125,AB3,DA,0.5421686746987951
linear,2072,125,AB4,RMSE,1.1390517240656064
linear,2072,125,AB4,MAE,0.9092064833526067
linear,2072,125,AB4,DA,0.5180722891566265
linear,2072,125,AB5,RMSE,1.083006438893571
linear,2072,125,AB5,MAE,0.8757631790044687
linear,2072,125,AB5,DA,0.4759036144578313
linear,2073,125,MPTE,RMSE,1.1708642084325627
linear,2073,125,MPTE,MAE,0.9265530163990112
linear,2073,125,MPTE,DA,0.5481927710843374
linear,2073,125,AR,RMSE,1.208838584473113
linear,2073,125,AR,MAE,0.9579755660329664
linear,2073,125,AR,DA,0.0030120481927710845
linear,2073,125,MIDAS,RMSE,1.1884733734786361
linear,2073,125,MIDAS,MAE,0.971748629445982
linear,2073,125,MIDAS,DA,0.5813253012048193
linear,2073,125,AB1,RMSE,1.2065819869145473
linear,2073,125,AB1,MAE,0.9559489536022862
linear,2073,125,AB1,DA,0.5451807228915663
linear,2073,125,AB2,RMSE,1.207166715570911
linear,2073,125,AB2,MAE,0.9555951508397614
linear,2073,125,AB2,DA,0.5632530120481928
linear,2073,125,AB3,RMSE,1.0838358589920312
linear,2073,125,AB3,MAE,0.8589275999590485
linear,2073,125,AB3,DA,0.6867469879518072
linear,2073,125,AB4,RMSE,1.2094346677461
linear,2073,125,AB4,MAE,0.9589110900407752
linear,2073,125,AB4,DA,0.4397590361445783
linear,2073,125,AB5,RMSE,1.1044681082570582
linear,2073,125,AB5,MAE,0.8720369826877418
linear,2073,125,AB5,DA,0.6957831325301205
linear,2074,125,MPTE,RMSE,1.0214480836602062
linear,2074,125,MPTE,MAE,0.8203964409141448
linear,2074,125,MPTE,DA,0.7048192771084337
linear,2074,125,AR,RMSE,1.1239978066651068
linear,2074,125,AR,MAE,0.9013173362205797
linear,2074,125,AR,DA,0.03313253012048193
linear,2074,125,MIDAS,RMSE,1.117880742111959
linear,2074,125,MIDAS,MAE,0.8958929400990314
linear,2074,125,MIDAS,DA,0.5753012048192772
linear,2074,125,AB1,RMSE,1.0507956274001902
linear,2074,125,AB1,MAE,0.8436821478122943
linear,2074,125,AB1,DA,0.6626506024096386
linear,2074,125,AB2,RMSE,1.0399469119072227
linear,2074,125,AB2,MAE,0.8262497308940706
linear,2074,125,AB2,DA,0.6265060240963856
linear,2074,125,AB3,RMSE,1.095285503294581
linear,2074,125,AB3,MAE,0.8783972635648942
linear,2074,125,AB3,DA,0.6626506024096386
linear,2074,125,AB4,RMSE,1.126493187322331
linear,2074,125,AB4,MAE,0.9030217851296446
linear,2074,125,AB4,DA,0.5421686746987951
linear,2074,125,AB5,RMSE,1.0455538746214101
linear,2074,125,AB5,MAE,0.8497223892715253
linear,2074,125,AB5,DA,0.7228915662650602
linear,2075,125,MPTE,RMSE,1.187401986520581
linear,2075,125,MPTE,MAE,0.9327806783710921
linear,2075,125,MPTE,DA,0.6596385542168675
linear,2075,125,AR,RMSE,1.268849757716076
linear,2075,125,AR,MAE,1.0038476008967094
linear,2075,125,AR,DA,0.0391566265060241
linear,2075,125,MIDAS,RMSE,1.1930597333401618
linear,2075,125,MIDAS,MAE,0.9555643321462345
linear,2075,125,MIDAS,DA,0.6355421686746988
linear,2075,125,AB1,RMSE,1.1473983618088737
linear,2075,125,AB1,MAE,0.900534116366259
linear,2075,125,AB1,DA,0.6325301204819277
linear,2075,125,AB2,RMSE,1.200463905885478
linear,2075,125,AB2,MAE,0.9584475233485286
linear,2075,125,AB2,DA,0.6445783132530121
linear,2075,125,AB3,RMSE,1.1525637867007799
linear,2075,125,AB3,MAE,0.9100366626157604
linear,2075,125,AB3,DA,0.7018072289156626
linear,2075,125,AB4,RMSE,1.282790433617947
linear,2075,125,AB4,MAE,1.0072584757375016
linear,2075,125,AB4,DA,0.6114457831325302
linear,2075,125,AB5,RMSE,1.1674894724778906
linear,2075,125,AB5,MAE,0.91682248839504
linear,2075,125,AB5,DA,0.6686746987951807
linear,2076,125,MPTE,RMSE,1.172241178632128
linear,2076,125,MPTE,MAE,0.9232896680712226
linear,2076,125,MPTE,DA,0.5030120481927711
linear,2076,125,AR,RMSE,1.1706174538729124
linear,2076,125,AR,MAE,0.9218764757488128
linear,2076,125,AR,DA,0.02710843373493976
linear,2076,125,MIDAS,RMSE,1.1933349246111098
linear,2076,125,MIDAS,MAE,0.9531335783874394
linear,2076,125,MIDAS,DA,0.5271084337349398
linear,2076,125,AB1,RMSE,1.172007283902891
linear,2076,125,AB1,MAE,0.9230863039823031
linear,2076,125,AB1,DA,0.46987951807228917
linear,2076,125,AB2,RMSE,1.1186552908433411
linear,2076,125,AB2,MAE,0.8903787304575109
linear,2076,125,AB2,DA,0.572289156626506
linear,2076,125,AB3,RMSE,1.0832036055057424
linear,2076,125,AB3,MAE,0.8712476010967627
linear,2076,125,AB3,DA,0.4939759036144578
linear,2076,125,AB4,RMSE,1.1723754624329168
linear,2076,125,AB4,MAE,0.9233439163802512
linear,2076,125,AB4,DA,0.49698795180722893
linear,2076,125,AB5,RMSE,1.1421084638999428
linear,2076,125,AB5,MAE,0.9033241083894259
linear,2076,125,AB5,DA,0.46987951807228917
linear,2077,125,MPTE,RMSE,1.346146532870179
linear,2077,125,MPTE,MAE,1.085121046540767
linear,2077,125,MPTE,DA,0.7771084337349398
linear,2077,125,AR,RMSE,1.7894092542274556
linear,2077,125,AR,MAE,1.4325671664947626
linear,2077,125,AR,DA,0.3433734939759036
linear,2077,125,MIDAS,RMSE,1.3201317273458457
linear,2077,125,MIDAS,MAE,1.072654084697489
linear,2077,125,MIDAS,DA,0.7951807228915663
linear,2077,125,AB1,RMSE,1.3550635347521456
linear,2077,125,AB1,MAE,1.1160213337898603
linear,2077,125,AB1,DA,0.7951807228915663
linear,2077,125,AB2,RMSE,1.3023946648046534
linear,2077,125,AB2,MAE,1.037398790469059
linear,2077,125,AB2,DA,0.8253012048192772
linear,2077,125,AB3,RMSE,1.2787238582896776
linear,2077,125,AB3,MAE,1.0253092129753194
linear,2077,125,AB3,DA,0.8283132530120482
linear,2077,125,AB4,RMSE,1.597950876862406
linear,2077,125,AB4,MAE,1.2727299960292215
linear,2077,125,AB4,DA,0.7740963855421686
linear,2077,125,AB5,RMSE,1.3266565429123338
linear,2077,125,AB5,MAE,1.0639655147980402
linear,2077,125,AB5,DA,0.8313253012048193
linear,2078,125,MPTE,RMSE,1.1426069072383005
linear,2078,125,MPTE,MAE,0.9202457700837993
linear,2078,125,MPTE,DA,0.48493975903614456
linear,2078,125,AR,RMSE,1.1420228680156155
linear,2078,125,AR,MAE,0.9194612417302638
linear,2078,125,AR,DA,0.03313253012048193
linear,2078,125,MIDAS,RMSE,1.199890827323504
linear,2078,125,MIDAS,MAE,0.978568919880255
linear,2078,125,MIDAS,DA,0.5030120481927711
linear,2078,125,AB1,RMSE,1.140983841987149
linear,2078,125,AB1,MAE,0.9185961530671337
linear,2078,125,AB1,DA,0.5602409638554217
linear,2078,125,AB2,RMSE,1.203705032552984
linear,2078,125,AB2,MAE,0.9774409490345982
linear,2078,125,AB2,DA,0.5090361445783133
linear,2078,125,AB3,RMSE,1.2063529482336215
linear,2078,125,AB3,MAE,0.9794458969060789
linear,2078,125,AB3,DA,0.4939759036144578
linear,2078,125,AB4,RMSE,1.1434487809855736
linear,2078,125,AB4,MAE,0.9211423122183519
linear,2078,125,AB4,DA,0.48493975903614456
linear,2078,125,AB5,RMSE,1.1441386884174176
linear,2078,125,AB5,MAE,0.9222824993703164
linear,2078,125,AB5,DA,0.5421686746987951
linear,2079,125,MPTE,RMSE,1.203094927273454
linear,2079,125,MPTE,MAE,0.9671505480165367
linear,2079,125,MPTE,DA,0.5963855421686747
linear,2079,125,AR,RMSE,1.2353075935342992
linear,2079,125,AR,MAE,0.995842105930989
linear,2079,125,AR,DA,0.024096385542168676
linear,2079,125,MIDAS,RMSE,1.2740281154557094
linear,2079,125,MIDAS,MAE,1.0312444819513946
linear,2079,125,MIDAS,DA,0.5813253012048193
linear,2079,125,AB1,RMSE,1.216074479081278
linear,2079,125,AB1,MAE,0.9804088410501834
linear,2079,125,AB1,DA,0.5451807228915663
linear,2079,125,AB2,RMSE,1.2191224593661376
linear,2079,125,AB2,MAE,0.9690412545180959
linear,2079,125,AB2,DA,0.5421686746987951
linear,2079,125,AB3,RMSE,1.2571632080270598
linear,2079,125,AB3,MAE,1.011482435254724
linear,2079,125,AB3,DA,0.5391566265060241
linear,2079,125,AB4,RMSE,1.2385124589895633
linear,2079,125,AB4,MAE,0.9853695658642444
linear,2079,125,AB4,DA,0.5692771084337349
linear,2079,125,AB5,RMSE,1.1880999924366613
linear,2079,125,AB5,MAE,0.9565140245581721
linear,2079,125,AB5,DA,0.536144578313253
linear,2080,125,MPTE,RMSE,1.1194008855619928
linear,2080,125,MPTE,MAE,0.8991608931780867
linear,2080,125,MPTE,DA,0.5120481927710844
linear,2080,125,AR,RMSE,1.1259103168702296
linear,2080,125,AR,MAE,0.9110069309236373
linear,2080,125,AR,DA,0.02710843373493976
linear,2080,125,MIDAS,RMSE,1.133848336473479
linear,2080,125,MIDAS,MAE,0.909797662627938
linear,2080,125,MIDAS,DA,0.5632530120481928
linear,2080,125,AB1,RMSE,1.1238433287531575
linear,2080,125,AB1,MAE,0.908669009355761
linear,2080,125,AB1,DA,0.4819277108433735
linear,2080,125,AB2,RMSE,1.124718586699937
linear,2080,125,AB2,MAE,0.9077409395815458
linear,2080,125,AB2,DA,0.49096385542168675
linear,2080,125,AB3,RMSE,1.1239196103395832
linear,2080,125,AB3,MAE,0.9086921970766292
linear,2080,125,AB3,DA,0.4939759036144578
linear,2080,125,AB4,RMSE,1.1349361765067554
linear,2080,125,AB4,MAE,0.918822335606201
linear,2080,125,AB4,DA,0.48493975903614456
linear,2080,125,AB5,RMSE,1.1170479642211883
linear,2080,125,AB5,MAE,0.9007595974713258
linear,2080,125,AB5,DA,0.5542168674698795
linear,2081,125,AB1,RMSE,1.2433263975181679
linear,2081,125,AB1,MAE,1.0174163505176648
linear,2081,125,AB1,DA,0.5090361445783133
linear,2081,125,AB2,RMSE,1.2091551372396194
linear,2081,125,AB2,MAE,0.9579303389375271
linear,2081,125,AB2,DA,0.5632530120481928
linear,2081,125,AB5,RMSE,1.1879065880368929
linear,2081,125,AB5,MAE,0.9478333337274424
linear,2081,125,AB5,DA,0.5481927710843374
linear,2082,125,MPTE,RMSE,1.125591517684849
linear,2082,125,MPTE,MAE,0.9097080737049389
linear,2082,125,MPTE,DA,0.6596385542168675
linear,2082,125,AR,RMSE,1.3271810941393467
linear,2082,125,AR,MAE,1.1021536299743546
linear,2082,125,AR,DA,0.07228915662650602
linear,2082,125,MIDAS,RMSE,1.1418653674751431
linear,2082,125,MIDAS,MAE,0.9317088345117636
linear,2082,125,MIDAS,DA,0.6475903614457831
linear,2082,125,AB1,RMSE,1.1474737431570718
linear,2082,125,AB1,MAE,0.9196043393737681
linear,2082,125,AB1,DA,0.6506024096385542
linear,2082,125,AB2,RMSE,1.1167655762260025
linear,2082,125,AB2,MAE,0.9230798887919852
linear,2082,125,AB2,DA,0.677710843373494
linear,2082,125,AB3,RMSE,1.0968252151698306
linear,2082,125,AB3,MAE,0.8717474153188949
linear,2082,125,AB3,DA,0.6234939759036144
linear,2082,125,AB4,RMSE,1.28503255854503
linear,2082,125,AB4,MAE,1.061785810559542
linear,2082,125,AB4,DA,0.6174698795180723
linear,2082,125,AB5,RMSE,1.2190968520985228
linear,2082,125,AB5,MAE,0.995647279208764
linear,2082,125,AB5,DA,0.6385542168674698
linear,2083,125,MPTE,RMSE,1.0623389749199335
linear,2083,125,MPTE,MAE,0.857898947870846
linear,2083,125,MPTE,DA,0.5602409638554217
linear,2083,125,AR,RMSE,1.0803155033745944
linear,2083,125,AR,MAE,0.8747577241062102
linear,2083,125,AR,DA,0.05120481927710843
linear,2083,125,MIDAS,RMSE,1.108515076562999
linear,2083,125,MIDAS,MAE,0.8974104583606629
linear,2083,125,MIDAS,DA,0.5632530120481928
linear,2083,125,AB1,RMSE,1.0312616720009864
linear,2083,125,AB1,MAE,0.8406512221892415
linear,2083,125,AB1,DA,0.5993975903614458
linear,2083,125,AB2,RMSE,1.028772627081083
linear,2083,125,AB2,MAE,0.8281856196382963
linear,2083,125,AB2,DA,0.5963855421686747
linear,2083,125,AB3,RMSE,1.0729796015314388
linear,2083,125,AB3,MAE,0.8744721424508795
linear,2083,125,AB3,DA,0.5542168674698795
linear,2083,125,AB4,RMSE,1.0833026416258598
linear,2083,125,AB4,MAE,0.8774098978765695
linear,2083,125,AB4,DA,0.6837349397590361
linear,2083,125,AB5,RMSE,1.0666219704410003
linear,2083,125,AB5,MAE,0.8657647183554675
linear,2083,125,AB5,DA,0.6234939759036144
linear,2084,125,MPTE,RMSE,1.1756834977902242
linear,2084,125,MPTE,MAE,0.9319171141086526
linear,2084,125,MPTE,DA,0.5210843373493976
linear,2084,125,AR,RMSE,1.1742075061690416
linear,2084,125,AR,MAE,0.9297057505349027
linear,2084,125,AR,DA,0.12650602409638553
linear,2084,125,MIDAS,RMSE,1.124953144587156
linear,2084,125,MIDAS,MAE,0.8820642351977335
linear,2084,125,MIDAS,DA,0.5903614457831325
linear,2084,125,AB1,RMSE,1.194010799887925
linear,2084,125,AB1,MAE,0.9484145086114819
linear,2084,125,AB1,DA,0.5572289156626506
linear,2084,125,AB2,RMSE,1.092981260447687
linear,2084,125,AB2,MAE,0.87572868794503
linear,2084,125,AB2,DA,0.6506024096385542
linear,2084,125,AB3,RMSE,1.1747611930368593
linear,2084,125,AB3,MAE,0.9345927613573737
linear,2084,125,AB3,DA,0.6054216867469879
linear,2084,125,AB4,RMSE,1.1768661864054673
linear,2084,125,AB4,MAE,0.9329604182881355
linear,2084,125,AB4,DA,0.5210843373493976
linear,2084,125,AB5,RMSE,1.1840528887147581
linear,2084,125,AB5,MAE,0.939802803755574
linear,2084,125,AB5,DA,0.5
linear,2085,125,MPTE,RMSE,1.1279666281138376
linear,2085,125,MPTE,MAE,0.8958654646838745
linear,2085,125,MPTE,DA,0.608433734939759
linear,2085,125,AR,RMSE,1.3450213426478157
linear,2085,125,AR,MAE,1.0435818997789403
linear,2085,125,AR,DA,0.0963855421686747
linear,2085,125,MIDAS,RMSE,1.2557846492823745
linear,2085,125,MIDAS,MAE,1.0054346432184114
linear,2085,125,MIDAS,DA,0.5512048192771084
linear,2085,125,AB1,RMSE,1.1505370950837073
linear,2085,125,AB1,MAE,0.9244110754843957
linear,2085,125,AB1,DA,0.5843373493975904
linear,2085,125,AB2,RMSE,1.1559224296928756
linear,2085,125,AB2,MAE,0.921398811129943
linear,2085,125,AB2,DA,0.5963855421686747
linear,2085,125,AB3,RMSE,1.1434256746502394
linear,2085,125,AB3,MAE,0.9037692076225087
linear,2085,125,AB3,DA,0.5421686746987951
linear,2085,125,AB4,RMSE,1.2627987724656573
linear,2085,125,AB4,MAE,1.0124572472158087
linear,2085,125,AB4,DA,0.5632530120481928
linear,2085,125,AB5,RMSE,1.1887081980294725
linear,2085,125,AB5,MAE,0.9333970310635339
linear,2085,125,AB5,DA,0.5331325301204819
linear,2086,125,MPTE,RMSE,1.1573591068246378
linear,2086,125,MPTE,MAE,0.9409479345510142
linear,2086,125,MPTE,DA,0.5873493975903614
linear,2086,125,AR,RMSE,1.3435277797903413
linear,2086,125,AR,MAE,1.1075047040304835
linear,2086,125,AR,DA,0.09036144578313253
linear,2086,125,MIDAS,RMSE,1.3222216984193826
linear,2086,125,MIDAS,MAE,1.0617659953300984
linear,2086,125,MIDAS,DA,0.6234939759036144
linear,2086,125,AB1,RMSE,1.2586100051087614
linear,2086,125,AB1,MAE,1.0290872283331585
linear,2086,125,AB1,DA,0.6114457831325302
linear,2086,125,AB2,RMSE,1.2155399224407875
linear,2086,125,AB2,MAE,0.9760137612913228
linear,2086,125,AB2,DA,0.6174698795180723
linear,2086,125,AB3,RMSE,1.1690736674425668
linear,2086,125,AB3,MAE,0.9591190521661852
linear,2086,125,AB3,DA,0.6054216867469879
linear,2086,125,AB4,RMSE,1.2776703684294948
linear,2086,125,AB4,MAE,1.036553852192423
linear,2086,125,AB4,DA,0.6024096385542169
linear,2086,125,AB5,RMSE,1.178650052728274
linear,2086,125,AB5,MAE,0.9607725746866121
linear,2086,125,AB5,DA,0.6054216867469879
linear,2087,125,MPTE,RMSE,1.0257961648331733
linear,2087,125,MPTE,MAE,0.8126617447561529
linear,2087,125,MPTE,DA,0.46987951807228917
linear,2087,125,AR,RMSE,1.0265231600475229
linear,2087,125,AR,MAE,0.8138063298999041
linear,2087,125,AR,DA,0.045180722891566265
linear,2087,125,MIDAS,RMSE,1.0828829776121571
linear,2087,125,MIDAS,MAE,0.8500685266879495
linear,2087,125,MIDAS,DA,0.5030120481927711
linear,2087,125,AB1,RMSE,1.025704964419229
linear,2087,125,AB1,MAE,0.8123931769949865
linear,2087,125,AB1,DA,0.4819277108433735
linear,2087,125,AB2,RMSE,1.0309904653471984
linear,2087,125,AB2,MAE,0.817945585681579
linear,2087,125,AB2,DA,0.4397590361445783
linear,2087,125,AB3,RMSE,1.0259167232615263
linear,2087,125,AB3,MAE,0.8128629870839994
linear,2087,125,AB3,DA,0.4789156626506024
linear,2087,125,AB4,RMSE,1.026721101027852
linear,2087,125,AB4,MAE,0.8134770835105124
linear,2087,125,AB4,DA,0.4397590361445783
linear,2087,125,AB5,RMSE,1.0155081384309408
linear,2087,125,AB5,MAE,0.8006072501704878
linear,2087,125,AB5,DA,0.6355421686746988
linear,2088,125,MPTE,RMSE,1.0855224135844748
linear,2088,125,MPTE,MAE,0.8475776640857409
linear,2088,125,MPTE,DA,0.5542168674698795
linear,2088,125,AR,RMSE,1.0845935332932903
linear,2088,125,AR,MAE,0.849620100193408
linear,2088,125,AR,DA,0.0
linear,2088,125,MIDAS,RMSE,1.117681036538587
linear,2088,125,MIDAS,MAE,0.8823021559585482
linear,2088,125,MIDAS,DA,0.5903614457831325
linear,2088,125,AB1,RMSE,1.0832818200211238
linear,2088,125,AB1,MAE,0.8439137069924717
linear,2088,125,AB1,DA,0.6234939759036144
linear,2088,125,AB2,RMSE,1.0894365919132611
linear,2088,125,AB2,MAE,0.8459642016828288
linear,2088,125,AB2,DA,0.5512048192771084
linear,2088,125,AB3,RMSE,1.1225161756422681
linear,2088,125,AB3,MAE,0.8986397512480555
linear,2088,125,AB3,DA,0.5753012048192772
linear,2088,125,AB4,RMSE,1.0866651147573723
linear,2088,125,AB4,MAE,0.8468804925254795
linear,2088,125,AB4,DA,0.4578313253012048
linear,2088,125,AB5,RMSE,1.0787344998055313
linear,2088,125,AB5,MAE,0.84351649545625
linear,2088,125,AB5,DA,0.5120481927710844
linear,2089,125,MPTE,RMSE,1.0672251233462442
linear,2089,125,MPTE,MAE,0.8733465644528987
linear,2089,125,MPTE,DA,0.5813253012048193
linear,2089,125,AR,RMSE,2.2981091202213384
linear,2089,125,AR,MAE,1.836823829971776
linear,2089,125,AR,DA,0.4006024096385542
linear,2089,125,MIDAS,RMSE,1.1212634916028958
linear,2089,125,MIDAS,MAE,0.9188855174329686
linear,2089,125,MIDAS,DA,0.5662650602409639
linear,2089,125,AB1,RMSE,1.0528688806984672
linear,2089,125,AB1,MAE,0.863178476536321
linear,2089,125,AB1,DA,0.5692771084337349
linear,2089,125,AB2,RMSE,1.0428895233173638
linear,2089,125,AB2,MAE,0.8588650019065063
linear,2089,125,AB2,DA,0.5933734939759037
linear,2089,125,AB3,RMSE,1.0402888811268394
linear,2089,125,AB3,MAE,0.8616611282886683
linear,2089,125,AB3,DA,0.5662650602409639
linear,2089,125,AB4,RMSE,1.1501418075032837
linear,2089,125,AB4,MAE,0.9468806391745583
linear,2089,125,AB4,DA,0.5481927710843374
linear,2089,125,AB5,RMSE,1.2285897767846015
linear,2089,125,AB5,MAE,0.9917549827493722
linear,2089,125,AB5,DA,0.5
linear,2090,125,MPTE,RMSE,1.244410689723962
linear,2090,125,MPTE,MAE,1.0112137727478432
linear,2090,125,MPTE,DA,0.8493975903614458
