gvkey,tic,datadate,rdq,epspxq,epsfiq,fyearq,fqtr
011259,WMT,2019-10-31,2019-11-14,1.16,1.15,2019,3
011259,WMT,2020-01-31,2020-02-18,1.46,1.45,2019,4
011259,WMT,2020-04-30,2020-05-19,1.41,1.4,2020,1
011259,WMT,2020-07-31,2020-08-18,2.29,2.27,2020,2
011259,WMT,2020-10-31,2020-11-17,1.81,1.8,2020,3
011259,WMT,2021-01-31,2021-02-18,-0.74,-0.74,2020,4
011259,WMT,2021-04-30,2021-05-18,0.97,0.97,2021,1
011259,WMT,2021-07-31,2021-08-17,1.53,1.52,2021,2
011259,WMT,2021-10-31,2021-11-16,1.11,1.11,2021,3
011259,WMT,2022-01-31,2022-02-17,1.29,1.28,2021,4
011259,WMT,2022-04-30,2022-05-17,0.75,0.74,2022,1
011259,WMT,2022-07-31,2022-08-16,1.88,1.88,2022,2
011259,WMT,2022-10-31,2022-11-15,-0.66,-0.66,2022,3
011259,WMT,2023-01-31,2023-02-21,2.33,2.32,2022,4
011259,WMT,2023-04-30,2023-05-18,0.62,0.62,2023,1
011259,WMT,2023-07-31,2023-08-17,2.93,2.92,2023,2
011259,WMT,2023-10-31,2023-11-16,0.17,0.17,2023,3
011259,WMT,2024-01-31,2024-02-20,2.04,2.03,2023,4
011259,WMT,2024-04-30,2024-05-16,0.63,0.63,2024,1
011259,WMT,2024-07-31,2024-08-15,0.56,0.56,2024,2
011259,WMT,2024-10-31,2024-11-19,0.57,0.57,2024,3
011259,WMT,2025-01-31,2025-02-20,0.65,0.65,2024,4
011259,WMT,2025-04-30,2025-05-15,0.56,0.56,2025,1
011259,WMT,2025-07-31,2025-08-21,0.88,0.88,2025,2
011259,WMT,2025-10-31,2025-11-20,0.77,0.77,2025,3
011259,WMT,2026-01-31,2026-02-19,0.53,0.53,2025,4
004503,XOM,2014-03-31,2014-05-01,2.1,2.1,2014,1
004503,XOM,2014-06-30,2014-07-31,2.05,2.05,2014,2
004503,XOM,2014-09-30,2014-10-31,1.89,1.89,2014,3
004503,XOM,2014-12-31,2015-02-02,1.56,1.56,2014,4
004503,XOM,2015-03-31,2015-04-30,1.17,1.17,2015,1
004503,XOM,2015-06-30,2015-07-31,1.0,1.0,2015,2
004503,XOM,2015-09-30,2015-10-30,1.01,1.01,2015,3
004503,XOM,2015-12-31,2016-02-02,0.67,0.67,2015,4
004503,XOM,2016-03-31,2016-04-29,0.43,0.43,2016,1
004503,XOM,2016-06-30,2016-07-29,0.41,0.41,2016,2
004503,XOM,2016-09-30,2016-10-28,0.63,0.63,2016,3
004503,XOM,2016-12-31,2017-01-31,0.41,0.41,2016,4
004503,XOM,2017-03-31,2017-04-28,0.95,0.95,2017,1
004503,XOM,2017-06-30,2017-07-28,0.78,0.78,2017,2
004503,XOM,2017-09-30,2017-10-27,0.93,0.93,2017,3
004503,XOM,2017-12-31,2018-02-02,1.97,1.97,2017,4
004503,XOM,2018-03-31,2018-04-27,1.09,1.09,2018,1
004503,XOM,2018-06-30,2018-07-27,0.92,0.92,2018,2
004503,XOM,2018-09-30,2018-11-02,1.46,1.46,2018,3
004503,XOM,2018-12-31,2019-02-01,1.41,1.41,2018,4
004503,XOM,2019-03-31,2019-04-26,0.55,0.55,2019,1
004503,XOM,2019-06-30,2019-08-02,0.73,0.73,2019,2
004503,XOM,2019-09-30,2019-11-01,0.75,0.75,2019,3
004503,XOM,2019-12-31,2020-01-31,1.33,1.33,2019,4
004503,XOM,2020-03-31,2020-05-01,-0.14,-0.14,2020,1
004503,XOM,2020-06-30,2020-07-31,-0.26,-0.26,2020,2
004503,XOM,2020-09-30,2020-10-30,-0.15,-0.15,2020,3
004503,XOM,2020-12-31,2021-02-02,-4.7,-4.7,2020,4
004503,XOM,2021-03-31,2021-04-30,0.64,0.64,2021,1
004503,XOM,2021-06-30,2021-07-30,1.1,1.1,2021,2
004503,XOM,2021-09-30,2021-10-29,1.57,1.57,2021,3
004503,XOM,2021-12-31,2022-02-01,2.08,2.08,2021,4
004503,XOM,2022-03-31,2022-04-29,1.28,1.28,2022,1
004503,XOM,2022-06-30,2022-07-29,4.21,4.21,2022,2
004503,XOM,2022-09-30,2022-10-28,4.68,4.68,2022,3
004503,XOM,2022-12-31,2023-01-31,3.09,3.09,2022,4
004503,XOM,2023-03-31,2023-04-28,2.79,2.79,2023,1
004503,XOM,2023-06-30,2023-07-28,1.94,1.94,2023,2
004503,XOM,2023-09-30,2023-10-27,2.25,2.25,2023,3
004503,XOM,2023-12-31,2024-02-02,1.91,1.91,2023,4
004503,XOM,2024-03-31,2024-04-26,2.06,2.06,2024,1
004503,XOM,2024-06-30,2024-08-02,2.14,2.14,2024,2
004503,XOM,2024-09-30,2024-11-01,1.92,1.92,2024,3
004503,XOM,2024-12-31,2025-01-31,1.72,1.72,2024,4
004503,XOM,2025-03-31,2025-05-02,1.76,1.76,2025,1
004503,XOM,2025-06-30,2025-08-01,1.64,1.64,2025,2
004503,XOM,2025-09-30,2025-10-31,1.76,1.76,2025,3
004503,XOM,2025-12-31,2026-01-30,1.53,1.53,2025,4
