gvkey,tic,datadate,rdq,epspxq,epsfiq,fyearq,fqtr
001690,AAPL,2014-03-31,2014-04-23,11.69,11.62,2014,2
001690,AAPL,2014-06-30,2014-07-22,1.29,1.28,2014,3
001690,AAPL,2014-09-30,2014-10-20,1.43,1.42,2014,4
001690,AAPL,2014-12-31,2015-01-27,3.08,3.06,2015,1
001690,AAPL,2015-03-31,2015-04-27,2.34,2.33,2015,2
001690,AAPL,2015-06-30,2015-07-21,1.86,1.85,2015,3
001690,AAPL,2015-09-30,2015-10-27,1.97,1.96,2015,4
001690,AAPL,2015-12-31,2016-01-26,3.3,3.28,2016,1
001690,AAPL,2016-03-31,2016-04-26,1.91,1.9,2016,2
001690,AAPL,2016-06-30,2016-07-26,1.43,1.42,2016,3
001690,AAPL,2016-09-30,2016-10-25,1.68,1.67,2016,4
001690,AAPL,2016-12-31,2017-01-31,3.38,3.36,2017,1
001690,AAPL,2017-03-31,2017-05-02,2.11,2.1,2017,2
001690,AAPL,2017-06-30,2017-08-01,1.68,1.67,2017,3
001690,AAPL,2017-09-30,2017-11-02,2.08,2.07,2017,4
001690,AAPL,2017-12-31,2018-02-01,3.92,3.89,2018,1
001690,AAPL,2018-03-31,2018-05-01,2.75,2.73,2018,2
001690,AAPL,2018-06-30,2018-07-31,2.36,2.34,2018,3
001690,AAPL,2018-09-30,2018-11-01,2.94,2.91,2018,4
001690,AAPL,2018-12-31,2019-01-29,4.22,4.18,2019,1
001690,AAPL,2019-03-31,2019-04-30,2.47,2.46,2019,2
001690,AAPL,2019-06-30,2019-07-30,2.2,2.18,2019,3
001690,AAPL,2019-09-30,2019-10-30,3.05,3.03,2019,4
001690,AAPL,2019-12-31,2020-01-28,5.04,4.99,2020,1
001690,AAPL,2020-03-31,2020-04-30,2.58,2.55,2020,2
001690,AAPL,2020-06-30,2020-07-30,2.61,2.58,2020,3
001690,AAPL,2020-09-30,2020-10-29,0.74,0.73,2020,4
001690,AAPL,2020-12-31,2021-01-27,1.7,1.68,2021,1
001690,AAPL,2021-03-31,2021-04-28,1.41,1.4,2021,2
001690,AAPL,2021-06-30,2021-07-27,1.31,1.3,2021,3
001690,AAPL,2021-09-30,2021-10-28,1.25,1.24,2021,4
001690,AAPL,2021-12-31,2022-01-27,2.11,2.1,2022,1
001690,AAPL,2022-03-31,2022-04-28,1.54,1.52,2022,2
001690,AAPL,2022-06-30,2022-07-28,1.2,1.2,2022,3
001690,AAPL,2022-09-30,2022-10-27,1.29,1.29,2022,4
001690,AAPL,2022-12-31,2023-02-02,1.89,1.88,2023,1
001690,AAPL,2023-03-31,2023-05-04,1.53,1.52,2023,2
001690,AAPL,2023-06-30,2023-08-03,1.27,1.26,2023,3
001690,AAPL,2023-09-30,2023-11-02,1.47,1.46,2023,4
001690,AAPL,2023-12-31,2024-02-01,2.19,2.18,2024,1
001690,AAPL,2024-03-31,2024-05-02,1.53,1.53,2024,2
001690,AAPL,2024-06-30,2024-08-01,1.4,1.4,2024,3
001690,AAPL,2024-09-30,2024-10-31,0.97,0.97,2024,4
001690,AAPL,2024-12-31,2025-01-30,2.41,2.4,2025,1
001690,AAPL,2025-03-31,2025-05-01,1.65,1.65,2025,2
001690,AAPL,2025-06-30,2025-07-31,1.57,1.57,2025,3
001690,AAPL,2025-09-30,2025-10-30,1.85,1.85,2025,4
001690,AAPL,2025-12-31,2026-01-29,2.85,2.84,2026,1
012540,ADBE,2014-02-28,2014-03-18,0.09,0.09,2014,1
012540,ADBE,2014-05-31,2014-06-17,0.18,0.17,2014,2
012540,ADBE,2014-08-31,2014-09-16,0.09,0.09,2014,3
012540,ADBE,2014-11-30,2014-12-11,0.18,0.17,2014,4
012540,ADBE,2015-02-28,2015-03-17,0.17,0.17,2015,1
012540,ADBE,2015-05-31,2015-06-16,0.3,0.29,2015,2
012540,ADBE,2015-08-31,2015-09-17,0.35,0.34,2015,3
012540,ADBE,2015-11-30,2015-12-10,0.45,0.44,2015,4
012540,ADBE,2016-02-29,2016-03-17,0.51,0.5,2016,1
012540,ADBE,2016-05-31,2016-06-21,0.49,0.48,2016,2
012540,ADBE,2016-08-31,2016-09-20,0.54,0.54,2016,3
012540,ADBE,2016-11-30,2016-12-15,0.81,0.8,2016,4
012540,ADBE,2017-02-28,2017-03-16,0.81,0.8,2017,1
012540,ADBE,2017-05-31,2017-06-20,0.76,0.75,2017,2
012540,ADBE,2017-08-31,2017-09-19,0.85,0.84,2017,3
012540,ADBE,2017-11-30,2017-12-14,1.02,1.0,2017,4
012540,ADBE,2018-02-28,2018-03-15,1.18,1.17,2018,1
012540,ADBE,2018-05-31,2018-06-14,1.35,1.33,2018,2
012540,ADBE,2018-08-31,2018-09-13,1.36,1.34,2018,3
012540,ADBE,2018-11-30,2018-12-13,1.39,1.37,2018,4
012540,ADBE,2019-02-28,2019-03-14,1.38,1.36,2019,1
012540,ADBE,2019-05-31,2019-06-18,1.3,1.29,2019,2
012540,ADBE,2019-08-31,2019-09-17,1.63,1.61,2019,3
012540,ADBE,2019-11-30,2019-12-12,1.76,1.74,2019,4
012540,ADBE,2020-02-29,2020-03-12,1.98,1.96,2020,1
012540,ADBE,2020-05-31,2020-06-11,2.28,2.27,2020,2
012540,ADBE,2020-08-31,2020-09-15,1.99,1.97,2020,3
012540,ADBE,2020-11-30,2020-12-10,4.69,4.64,2020,4
012540,ADBE,2021-02-28,2021-03-23,2.63,2.61,2021,1
012540,ADBE,2021-05-31,2021-06-17,2.34,2.32,2021,2
012540,ADBE,2021-08-31,2021-09-21,2.54,2.52,2021,3
012540,ADBE,2021-11-30,2021-12-16,2.59,2.57,2021,4
012540,ADBE,2022-02-28,2022-03-22,2.68,2.66,2022,1
012540,ADBE,2022-05-31,2022-06-16,2.5,2.49,2022,2
012540,ADBE,2022-08-31,2022-09-15,2.42,2.42,2022,3
012540,ADBE,2022-11-30,2022-12-15,2.53,2.53,2022,4
012540,ADBE,2023-02-28,2023-03-15,2.72,2.71,2023,1
012540,ADBE,2023-05-31,2023-06-15,2.83,2.82,2023,2
012540,ADBE,2023-08-31,2023-09-14,3.07,3.05,2023,3
012540,ADBE,2023-11-30,2023-12-13,3.26,3.23,2023,4
012540,ADBE,2024-02-29,2024-03-14,1.37,1.36,2024,1
012540,ADBE,2024-05-31,2024-06-13,3.5,3.49,2024,2
012540,ADBE,2024-08-31,2024-09-12,3.78,3.76,2024,3
012540,ADBE,2024-11-30,2024-12-11,3.81,3.79,2024,4
012540,ADBE,2025-02-28,2025-03-12,4.15,4.14,2025,1
012540,ADBE,2025-05-31,2025-06-12,3.95,3.94,2025,2
012540,ADBE,2025-08-31,2025-09-11,4.18,4.18,2025,3
012540,ADBE,2025-11-30,2025-12-10,4.45,4.45,2025,4
012540,ADBE,2026-02-28,2026-03-12,4.6,4.6,2026,1
001161,AMD,2014-03-31,2014-04-17,-0.03,-0.03,2014,1
001161,AMD,2014-06-30,2014-07-17,-0.05,-0.05,2014,2
001161,AMD,2014-09-30,2014-10-16,0.02,0.02,2014,3
001161,AMD,2014-12-31,2015-01-20,-0.47,-0.47,2014,4
001161,AMD,2015-03-31,2015-04-16,-0.23,-0.23,2015,1
001161,AMD,2015-06-30,2015-07-16,-0.23,-0.23,2015,2
001161,AMD,2015-09-30,2015-10-15,-0.25,-0.25,2015,3
001161,AMD,2015-12-31,2016-01-19,-0.13,-0.13,2015,4
001161,AMD,2016-03-31,2016-04-21,-0.14,-0.14,2016,1
001161,AMD,2016-06-30,2016-07-21,0.09,0.08,2016,2
001161,AMD,2016-09-30,2016-10-20,-0.5,-0.5,2016,3
001161,AMD,2016-12-31,2017-01-31,-0.06,-0.06,2016,4
001161,AMD,2017-03-31,2017-05-01,-0.04,-0.04,2017,1
001161,AMD,2017-06-30,2017-07-25,-0.04,-0.04,2017,2
001161,AMD,2017-09-30,2017-10-24,0.06,0.06,2017,3
001161,AMD,2017-12-31,2018-01-30,-0.02,-0.02,2017,4
001161,AMD,2018-03-31,2018-04-25,0.08,0.08,2018,1
001161,AMD,2018-06-30,2018-07-25,0.12,0.11,2018,2
001161,AMD,2018-09-30,2018-10-24,0.1,0.09,2018,3
001161,AMD,2018-12-31,2019-01-29,0.04,0.04,2018,4
001161,AMD,2019-03-31,2019-04-30,0.01,0.01,2019,1
001161,AMD,2019-06-30,2019-07-30,0.03,0.03,2019,2
001161,AMD,2019-09-30,2019-10-29,0.11,0.11,2019,3
001161,AMD,2019-12-31,2020-01-28,0.15,0.15,2019,4
001161,AMD,2020-03-31,2020-04-28,0.14,0.14,2020,1
001161,AMD,2020-06-30,2020-07-28,0.13,0.13,2020,2
001161,AMD,2020-09-30,2020-10-27,0.33,0.32,2020,3
001161,AMD,2020-12-31,2021-01-26,1.48,1.45,2020,4
001161,AMD,2021-03-31,2021-04-27,0.46,0.45,2021,1
001161,AMD,2021-06-30,2021-07-27,0.58,0.58,2021,2
001161,AMD,2021-09-30,2021-10-26,0.76,0.75,2021,3
001161,AMD,2021-12-31,2022-02-01,0.81,0.8,2021,4
001161,AMD,2022-03-31,2022-05-03,0.56,0.56,2022,1
001161,AMD,2022-06-30,2022-08-02,0.28,0.27,2022,2
001161,AMD,2022-09-30,2022-11-01,0.04,0.04,2022,3
001161,AMD,2022-12-31,2023-01-31,0.01,0.01,2022,4
001161,AMD,2023-03-31,2023-05-02,-0.09,-0.09,2023,1
001161,AMD,2023-06-30,2023-08-01,0.02,0.02,2023,2
001161,AMD,2023-09-30,2023-10-31,0.18,0.18,2023,3
001161,AMD,2023-12-31,2024-01-30,0.41,0.41,2023,4
001161,AMD,2024-03-31,2024-04-30,0.08,0.07,2024,1
001161,AMD,2024-06-30,2024-07-30,0.16,0.16,2024,2
001161,AMD,2024-09-30,2024-10-29,0.48,0.47,2024,3
001161,AMD,2024-12-31,2025-02-04,0.3,0.29,2024,4
001161,AMD,2025-03-31,2025-05-06,0.44,0.44,2025,1
001161,AMD,2025-06-30,2025-08-05,0.47,0.54,2025,2
001161,AMD,2025-09-30,2025-11-04,0.72,0.75,2025,3
001161,AMD,2025-12-31,2026-02-03,1.0,0.92,2025,4
001602,AMGN,2014-03-31,2014-04-22,1.42,1.4,2014,1
001602,AMGN,2014-06-30,2014-07-29,2.04,2.01,2014,2
001602,AMGN,2014-09-30,2014-10-27,1.63,1.61,2014,3
001602,AMGN,2014-12-31,2015-01-27,1.7,1.68,2014,4
001602,AMGN,2015-03-31,2015-04-21,2.13,2.11,2015,1
001602,AMGN,2015-06-30,2015-07-30,2.18,2.15,2015,2
001602,AMGN,2015-09-30,2015-10-28,2.46,2.44,2015,3
001602,AMGN,2015-12-31,2016-01-28,2.39,2.37,2015,4
001602,AMGN,2016-03-31,2016-04-28,2.52,2.5,2016,1
001602,AMGN,2016-06-30,2016-07-27,2.49,2.47,2016,2
001602,AMGN,2016-09-30,2016-10-27,2.7,2.68,2016,3
001602,AMGN,2016-12-31,2017-02-02,2.61,2.59,2016,4
001602,AMGN,2017-03-31,2017-04-26,2.81,2.79,2017,1
001602,AMGN,2017-06-30,2017-07-25,2.93,2.91,2017,2
001602,AMGN,2017-09-30,2017-10-25,2.78,2.76,2017,3
001602,AMGN,2017-12-31,2018-02-01,-5.89,-5.89,2017,4
001602,AMGN,2018-03-31,2018-04-24,3.27,3.25,2018,1
001602,AMGN,2018-06-30,2018-07-26,3.5,3.48,2018,2
001602,AMGN,2018-09-30,2018-10-30,2.88,2.86,2018,3
001602,AMGN,2018-12-31,2019-01-29,3.04,3.01,2018,4
001602,AMGN,2019-03-31,2019-04-30,3.2,3.18,2019,1
001602,AMGN,2019-06-30,2019-07-30,3.59,3.57,2019,2
001602,AMGN,2019-09-30,2019-10-29,3.29,3.27,2019,3
001602,AMGN,2019-12-31,2020-01-30,2.87,2.85,2019,4
001602,AMGN,2020-03-31,2020-04-30,3.09,3.07,2020,1
001602,AMGN,2020-06-30,2020-07-28,3.07,3.05,2020,2
001602,AMGN,2020-09-30,2020-10-28,3.45,3.43,2020,3
001602,AMGN,2020-12-31,2021-02-02,2.78,2.76,2020,4
001602,AMGN,2021-03-31,2021-04-27,2.85,2.83,2021,1
001602,AMGN,2021-06-30,2021-08-03,0.81,0.81,2021,2
001602,AMGN,2021-09-30,2021-11-02,3.32,3.31,2021,3
001602,AMGN,2021-12-31,2022-02-07,3.38,3.36,2021,4
001602,AMGN,2022-03-31,2022-04-27,2.69,2.68,2022,1
001602,AMGN,2022-06-30,2022-08-04,2.46,2.45,2022,2
001602,AMGN,2022-09-30,2022-11-03,4.01,3.98,2022,3
001602,AMGN,2022-12-31,2023-01-31,3.02,3.0,2022,4
001602,AMGN,2023-03-31,2023-04-27,5.32,5.28,2023,1
001602,AMGN,2023-06-30,2023-08-03,2.58,2.57,2023,2
001602,AMGN,2023-09-30,2023-10-31,3.23,3.22,2023,3
001602,AMGN,2023-12-31,2024-02-06,1.43,1.42,2023,4
001602,AMGN,2024-03-31,2024-05-02,-0.21,-0.21,2024,1
001602,AMGN,2024-06-30,2024-08-06,1.39,1.38,2024,2
001602,AMGN,2024-09-30,2024-10-30,5.27,5.22,2024,3
001602,AMGN,2024-12-31,2025-02-04,1.17,1.16,2024,4
001602,AMGN,2025-03-31,2025-05-01,3.22,3.2,2025,1
001602,AMGN,2025-06-30,2025-08-05,2.66,2.65,2025,2
001602,AMGN,2025-09-30,2025-11-04,5.98,5.93,2025,3
001602,AMGN,2025-12-31,2026-02-03,2.47,2.45,2025,4
064768,AMZN,2014-03-31,2014-04-24,0.23,0.23,2014,1
064768,AMZN,2014-06-30,2014-07-24,-0.27,-0.27,2014,2
064768,AMZN,2014-09-30,2014-10-23,-0.95,-0.95,2014,3
064768,AMZN,2014-12-31,2015-01-29,0.46,0.45,2014,4
064768,AMZN,2015-03-31,2015-04-23,-0.12,-0.12,2015,1
064768,AMZN,2015-06-30,2015-07-23,0.2,0.19,2015,2
064768,AMZN,2015-09-30,2015-10-22,0.17,0.17,2015,3
064768,AMZN,2015-12-31,2016-01-28,1.03,1.0,2015,4
064768,AMZN,2016-03-31,2016-04-28,1.09,1.07,2016,1
064768,AMZN,2016-06-30,2016-07-28,1.81,1.78,2016,2
064768,AMZN,2016-09-30,2016-10-27,0.53,0.52,2016,3
064768,AMZN,2016-12-31,2017-02-02,1.57,1.54,2016,4
064768,AMZN,2017-03-31,2017-04-27,1.52,1.48,2017,1
064768,AMZN,2017-06-30,2017-07-27,0.41,0.4,2017,2
064768,AMZN,2017-09-30,2017-10-26,0.53,0.52,2017,3
064768,AMZN,2017-12-31,2018-02-01,3.85,3.75,2017,4
064768,AMZN,2018-03-31,2018-04-26,3.36,3.27,2018,1
064768,AMZN,2018-06-30,2018-07-26,5.21,5.07,2018,2
064768,AMZN,2018-09-30,2018-10-25,5.91,5.75,2018,3
064768,AMZN,2018-12-31,2019-01-31,6.18,6.04,2018,4
064768,AMZN,2019-03-31,2019-04-25,7.24,7.09,2019,1
064768,AMZN,2019-06-30,2019-07-25,5.32,5.22,2019,2
064768,AMZN,2019-09-30,2019-10-24,4.31,4.23,2019,3
064768,AMZN,2019-12-31,2020-01-30,6.58,6.47,2019,4
064768,AMZN,2020-03-31,2020-04-30,5.09,5.01,2020,1
064768,AMZN,2020-06-30,2020-07-30,10.5,10.3,2020,2
064768,AMZN,2020-09-30,2020-10-29,12.63,12.37,2020,3
064768,AMZN,2020-12-31,2021-02-02,14.38,14.09,2020,4
064768,AMZN,2021-03-31,2021-04-29,16.09,15.79,2021,1
064768,AMZN,2021-06-30,2021-07-29,15.4,15.12,2021,2
064768,AMZN,2021-09-30,2021-10-28,6.23,6.12,2021,3
064768,AMZN,2021-12-31,2022-02-03,28.21,27.75,2021,4
064768,AMZN,2022-03-31,2022-04-28,-7.56,-7.56,2022,1
064768,AMZN,2022-06-30,2022-07-28,-0.2,-0.2,2022,2
064768,AMZN,2022-09-30,2022-10-27,0.28,0.28,2022,3
064768,AMZN,2022-12-31,2023-02-02,0.03,0.03,2022,4
064768,AMZN,2023-03-31,2023-04-27,0.31,0.31,2023,1
064768,AMZN,2023-06-30,2023-08-03,0.66,0.65,2023,2
064768,AMZN,2023-09-30,2023-10-26,0.96,0.94,2023,3
064768,AMZN,2023-12-31,2024-02-01,1.03,1.0,2023,4
064768,AMZN,2024-03-31,2024-04-30,1.0,0.98,2024,1
064768,AMZN,2024-06-30,2024-08-01,1.29,1.26,2024,2
064768,AMZN,2024-09-30,2024-10-31,1.46,1.43,2024,3
064768,AMZN,2024-12-31,2025-02-06,1.9,1.86,2024,4
064768,AMZN,2025-03-31,2025-05-01,1.62,1.59,2025,1
064768,AMZN,2025-06-30,2025-07-31,1.71,1.68,2025,2
064768,AMZN,2025-09-30,2025-10-30,1.98,1.95,2025,3
064768,AMZN,2025-12-31,2026-02-05,1.98,1.95,2025,4
001447,AXP,2014-03-31,2014-04-16,1.34,1.33,2014,1
001447,AXP,2014-06-30,2014-07-29,1.44,1.43,2014,2
001447,AXP,2014-09-30,2014-10-15,1.41,1.4,2014,3
001447,AXP,2014-12-31,2015-01-21,1.4,1.39,2014,4
001447,AXP,2015-03-31,2015-04-16,1.49,1.48,2015,1
001447,AXP,2015-06-30,2015-07-22,1.43,1.42,2015,2
001447,AXP,2015-09-30,2015-10-21,1.24,1.24,2015,3
001447,AXP,2015-12-31,2016-01-21,0.89,0.89,2015,4
001447,AXP,2016-03-31,2016-04-20,1.46,1.46,2016,1
001447,AXP,2016-06-30,2016-07-20,2.08,2.07,2016,2
001447,AXP,2016-09-30,2016-10-19,1.21,1.21,2016,3
001447,AXP,2016-12-31,2017-01-19,0.86,0.86,2016,4
001447,AXP,2017-03-31,2017-04-19,1.36,1.35,2017,1
001447,AXP,2017-06-30,2017-07-19,1.48,1.47,2017,2
001447,AXP,2017-09-30,2017-10-18,1.51,1.51,2017,3
001447,AXP,2017-12-31,2018-01-18,-1.42,-1.42,2017,4
001447,AXP,2018-03-31,2018-04-18,1.86,1.86,2018,1
001447,AXP,2018-06-30,2018-07-18,1.85,1.84,2018,2
001447,AXP,2018-09-30,2018-10-18,1.89,1.88,2018,3
001447,AXP,2018-12-31,2019-01-17,2.33,2.32,2018,4
001447,AXP,2019-03-31,2019-04-18,1.81,1.8,2019,1
001447,AXP,2019-06-30,2019-07-19,2.07,2.07,2019,2
001447,AXP,2019-09-30,2019-10-18,2.09,2.08,2019,3
001447,AXP,2019-12-31,2020-01-24,2.04,2.03,2019,4
001447,AXP,2020-03-31,2020-04-24,0.41,0.41,2020,1
001447,AXP,2020-06-30,2020-07-24,0.29,0.29,2020,2
001447,AXP,2020-09-30,2020-10-23,1.31,1.3,2020,3
001447,AXP,2020-12-31,2021-01-26,1.76,1.76,2020,4
001447,AXP,2021-03-31,2021-04-23,2.74,2.74,2021,1
001447,AXP,2021-06-30,2021-07-23,2.81,2.8,2021,2
001447,AXP,2021-09-30,2021-10-22,2.27,2.27,2021,3
001447,AXP,2021-12-31,2022-01-25,2.19,2.18,2021,4
001447,AXP,2022-03-31,2022-04-22,2.73,2.73,2022,1
001447,AXP,2022-06-30,2022-07-22,2.57,2.57,2022,2
001447,AXP,2022-09-30,2022-10-21,2.47,2.47,2022,3
001447,AXP,2022-12-31,2023-01-27,2.08,2.07,2022,4
001447,AXP,2023-03-31,2023-04-20,2.41,2.4,2023,1
001447,AXP,2023-06-30,2023-07-21,2.89,2.89,2023,2
001447,AXP,2023-09-30,2023-10-20,3.3,3.3,2023,3
001447,AXP,2023-12-31,2024-01-26,2.63,2.62,2023,4
001447,AXP,2024-03-31,2024-04-19,3.34,3.33,2024,1
001447,AXP,2024-06-30,2024-07-19,4.16,4.15,2024,2
001447,AXP,2024-09-30,2024-10-18,3.5,3.49,2024,3
001447,AXP,2024-12-31,2025-01-24,3.04,3.04,2024,4
001447,AXP,2025-03-31,2025-04-17,3.64,3.64,2025,1
001447,AXP,2025-06-30,2025-07-18,4.08,4.08,2025,2
001447,AXP,2025-09-30,2025-10-17,4.14,4.14,2025,3
001447,AXP,2025-12-31,2026-01-30,3.53,3.53,2025,4
002285,BA,2014-03-31,2014-04-23,1.3,1.28,2014,1
002285,BA,2014-06-30,2014-07-23,2.26,2.24,2014,2
002285,BA,2014-09-30,2014-10-22,1.88,1.86,2014,3
002285,BA,2014-12-31,2015-01-28,2.05,2.02,2014,4
002285,BA,2015-03-31,2015-04-22,1.89,1.87,2015,1
002285,BA,2015-06-30,2015-07-22,1.61,1.59,2015,2
002285,BA,2015-09-30,2015-10-21,2.5,2.47,2015,3
002285,BA,2015-12-31,2016-01-27,1.52,1.51,2015,4
002285,BA,2016-03-31,2016-04-27,1.85,1.83,2016,1
002285,BA,2016-06-30,2016-07-27,-0.37,-0.37,2016,2
002285,BA,2016-09-30,2016-10-26,3.64,3.6,2016,3
002285,BA,2016-12-31,2017-01-25,2.63,2.59,2016,4
002285,BA,2017-03-31,2017-04-26,2.57,2.54,2017,1
002285,BA,2017-06-30,2017-07-26,2.91,2.87,2017,2
002285,BA,2017-09-30,2017-10-25,3.03,2.99,2017,3
002285,BA,2017-12-31,2018-01-31,5.57,5.49,2017,4
002285,BA,2018-03-31,2018-04-25,4.19,4.15,2018,1
002285,BA,2018-06-30,2018-07-25,3.77,3.73,2018,2
002285,BA,2018-09-30,2018-10-24,4.11,4.07,2018,3
002285,BA,2018-12-31,2019-01-30,6.0,5.93,2018,4
002285,BA,2019-03-31,2019-04-24,3.79,3.75,2019,1
002285,BA,2019-06-30,2019-07-24,-5.21,-5.21,2019,2
002285,BA,2019-09-30,2019-10-23,2.07,2.05,2019,3
002285,BA,2019-12-31,2020-01-29,-1.79,-1.79,2019,4
002285,BA,2020-03-31,2020-04-29,-1.11,-1.11,2020,1
002285,BA,2020-06-30,2020-07-29,-4.2,-4.2,2020,2
002285,BA,2020-09-30,2020-10-28,-0.79,-0.79,2020,3
002285,BA,2020-12-31,2021-01-27,-14.65,-14.65,2020,4
002285,BA,2021-03-31,2021-04-28,-0.92,-0.92,2021,1
002285,BA,2021-06-30,2021-07-28,1.0,1.0,2021,2
002285,BA,2021-09-30,2021-10-27,-0.19,-0.19,2021,3
002285,BA,2021-12-31,2022-01-26,-7.02,-7.02,2021,4
002285,BA,2022-03-31,2022-04-27,-2.06,-2.06,2022,1
002285,BA,2022-06-30,2022-07-27,0.32,0.32,2022,2
002285,BA,2022-09-30,2022-10-26,-5.49,-5.49,2022,3
002285,BA,2022-12-31,2023-01-25,-1.06,-1.06,2022,4
002285,BA,2023-03-31,2023-04-26,-0.69,-0.69,2023,1
002285,BA,2023-06-30,2023-07-26,-0.25,-0.25,2023,2
002285,BA,2023-09-30,2023-10-25,-2.7,-2.7,2023,3
002285,BA,2023-12-31,2024-01-31,-0.04,-0.04,2023,4
002285,BA,2024-03-31,2024-04-24,-0.56,-0.56,2024,1
002285,BA,2024-06-30,2024-07-31,-2.33,-2.33,2024,2
002285,BA,2024-09-30,2024-10-23,-9.97,-9.97,2024,3
002285,BA,2024-12-31,2025-01-28,-5.46,-5.46,2024,4
002285,BA,2025-03-31,2025-04-23,-0.16,-0.16,2025,1
002285,BA,2025-06-30,2025-07-29,-0.92,-0.92,2025,2
002285,BA,2025-09-30,2025-10-29,-7.14,-7.14,2025,3
002285,BA,2025-12-31,2026-01-27,10.59,10.23,2025,4
002817,CAT,2014-03-31,2014-04-24,1.47,1.44,2014,1
002817,CAT,2014-06-30,2014-07-24,1.6,1.57,2014,2
002817,CAT,2014-09-30,2014-10-23,1.66,1.63,2014,3
002817,CAT,2014-12-31,2015-01-27,1.25,1.23,2014,4
002817,CAT,2015-03-31,2015-04-23,2.06,2.03,2015,1
002817,CAT,2015-06-30,2015-07-23,1.33,1.31,2015,2
002817,CAT,2015-09-30,2015-10-22,0.95,0.94,2015,3
002817,CAT,2015-12-31,2016-01-28,-0.16,-0.16,2015,4
002817,CAT,2016-03-31,2016-04-22,0.46,0.46,2016,1
002817,CAT,2016-06-30,2016-07-26,0.94,0.93,2016,2
002817,CAT,2016-09-30,2016-10-25,0.48,0.48,2016,3
002817,CAT,2016-12-31,2017-01-26,-2.0,-2.0,2016,4
002817,CAT,2017-03-31,2017-04-25,0.33,0.32,2017,1
002817,CAT,2017-06-30,2017-07-25,1.36,1.35,2017,2
002817,CAT,2017-09-30,2017-10-24,1.79,1.77,2017,3
002817,CAT,2017-12-31,2018-01-25,-2.18,-2.18,2017,4
002817,CAT,2018-03-31,2018-04-24,2.78,2.74,2018,1
002817,CAT,2018-06-30,2018-07-30,2.86,2.82,2018,2
002817,CAT,2018-09-30,2018-10-23,2.92,2.88,2018,3
002817,CAT,2018-12-31,2019-01-28,1.8,1.78,2018,4
002817,CAT,2019-03-31,2019-04-24,3.29,3.25,2019,1
002817,CAT,2019-06-30,2019-07-24,2.85,2.83,2019,2
002817,CAT,2019-09-30,2019-10-23,2.69,2.66,2019,3
002817,CAT,2019-12-31,2020-01-31,2.0,1.97,2019,4
002817,CAT,2020-03-31,2020-04-28,2.0,1.98,2020,1
002817,CAT,2020-06-30,2020-07-31,0.84,0.84,2020,2
002817,CAT,2020-09-30,2020-10-27,1.23,1.22,2020,3
002817,CAT,2020-12-31,2021-01-29,1.43,1.42,2020,4
002817,CAT,2021-03-31,2021-04-29,2.8,2.77,2021,1
002817,CAT,2021-06-30,2021-07-30,2.58,2.56,2021,2
002817,CAT,2021-09-30,2021-10-28,2.62,2.6,2021,3
002817,CAT,2021-12-31,2022-01-28,3.94,3.91,2021,4
002817,CAT,2022-03-31,2022-04-28,2.88,2.86,2022,1
002817,CAT,2022-06-30,2022-08-02,3.15,3.13,2022,2
002817,CAT,2022-09-30,2022-10-27,3.89,3.87,2022,3
002817,CAT,2022-12-31,2023-01-31,2.81,2.79,2022,4
002817,CAT,2023-03-31,2023-04-27,3.76,3.74,2023,1
002817,CAT,2023-06-30,2023-08-01,5.7,5.67,2023,2
002817,CAT,2023-09-30,2023-10-31,5.48,5.45,2023,3
002817,CAT,2023-12-31,2024-02-05,5.31,5.28,2023,4
002817,CAT,2024-03-31,2024-04-25,5.78,5.75,2024,1
002817,CAT,2024-06-30,2024-08-06,5.5,5.48,2024,2
002817,CAT,2024-09-30,2024-10-30,5.09,5.06,2024,3
002817,CAT,2024-12-31,2025-01-30,5.81,5.78,2024,4
002817,CAT,2025-03-31,2025-04-30,4.22,4.2,2025,1
002817,CAT,2025-06-30,2025-08-05,4.64,4.62,2025,2
002817,CAT,2025-09-30,2025-10-29,4.91,4.88,2025,3
002817,CAT,2025-12-31,2026-01-29,5.15,5.12,2025,4
157855,CRM,2014-01-31,2014-02-27,-0.19,-0.19,2013,4
157855,CRM,2014-04-30,2014-05-20,-0.16,-0.16,2014,1
157855,CRM,2014-07-31,2014-08-21,-0.1,-0.1,2014,2
157855,CRM,2014-10-31,2014-11-19,-0.06,-0.06,2014,3
157855,CRM,2015-01-31,2015-02-25,-0.1,-0.1,2014,4
157855,CRM,2015-04-30,2015-05-20,0.01,0.01,2015,1
157855,CRM,2015-07-31,2015-08-20,0.0,0.0,2015,2
157855,CRM,2015-10-31,2015-11-18,-0.04,-0.04,2015,3
157855,CRM,2016-01-31,2016-02-24,-0.04,-0.04,2015,4
157855,CRM,2016-04-30,2016-05-18,0.06,0.06,2016,1
157855,CRM,2016-07-31,2016-08-31,0.34,0.33,2016,2
157855,CRM,2016-10-31,2016-11-17,-0.05,-0.05,2016,3
157855,CRM,2017-01-31,2017-02-28,-0.07,-0.07,2016,4
157855,CRM,2017-04-30,2017-05-18,0.0,0.0,2017,1
157855,CRM,2017-07-31,2017-08-22,0.06,0.06,2017,2
157855,CRM,2017-10-31,2017-11-21,0.15,0.14,2017,3
157855,CRM,2018-01-31,2018-02-28,0.28,0.28,2017,4
157855,CRM,2018-04-30,2018-05-29,0.47,0.46,2018,1
